GeneID	KOID	PathwayID
gid125431.0.1	K12669	map04141
gid125446.0.1	K12845	map03008
gid125446.0.1	K12845	map03040
gid125450.0.1	K01810	map00010
gid125450.0.1	K01810	map00030
gid125450.0.1	K01810	map00500
gid125450.0.1	K01810	map00520
gid125452.0.1	K00025	map00020
gid125452.0.1	K00025	map00270
gid125452.0.1	K00025	map00620
gid125452.0.1	K00025	map00630
gid125452.0.1	K00025	map00710
gid125453.0.1	K00939	map00230
gid125453.0.1	K00939	map00730
gid125454.0.1	K02725	map03050
gid12545.0.2	K03514	map03018
gid12545.1.1	K05359	map00400
gid125468.0.1	K13993	map04141
gid12546.0.1	K20884	map00740
gid125472.0.1	K00630	map00561
gid125472.0.1	K00630	map00564
gid12547.0.1	K13993	map04141
gid125488.0.1	K00457	map00130
gid125488.0.1	K00457	map00350
gid125488.0.1	K00457	map00360
gid125497.0.1	K05605	map00280
gid125497.0.1	K05605	map00410
gid125497.0.1	K05605	map00640
gid125508.0.1	K03247	map03013
gid125521.0.1	K03036	map03050
gid125527.0.1	K14502	map04075
gid125530.0.1	K01674	map00910
gid125531.0.1	K02917	map03010
gid125545.0.1	K01758	map00260
gid125545.0.1	K01758	map00270
gid125545.0.1	K01758	map00450
gid125547.0.1	K13800	map00240
gid125584.0.1	K02734	map03050
gid125586.0.1	K02723	map00195
gid125597.0.1	K12160	map03013
gid1255.0.1	K00600	map00260
gid1255.0.1	K00600	map00460
gid1255.0.1	K00600	map00630
gid1255.0.1	K00600	map00670
gid1255.0.2	K00600	map00260
gid1255.0.2	K00600	map00460
gid1255.0.2	K00600	map00630
gid1255.0.2	K00600	map00670
gid125602.0.1	K03038	map03050
gid12561.0.1	K14431	map04075
gid125620.0.1	K03542	map00195
gid125624.0.1	K13356	map00073
gid125624.0.1	K13356	map04146
gid12562.0.1	K14488	map04075
gid125640.0.1	K02977	map03010
gid125657.0.1	K00799	map00480
gid12565.0.1	K08734	map03430
gid125665.0.1	K03046	map00230
gid125665.0.1	K03046	map00240
gid125665.0.1	K03046	map03020
gid12566.0.1	K02966	map03010
gid125673.0.1	K02974	map03010
gid125679.0.1	K01870	map00970
gid125696.0.1	K02638	map00195
gid12570.0.1	K12616	map03018
gid125715.0.1	K02889	map03010
gid125718.0.1	K02989	map03010
gid125728.0.1	K02183	map04016
gid125728.0.1	K02183	map04070
gid125728.0.1	K02183	map04626
gid12572.0.1	K10606	map04120
gid125744.0.1	K16223	map04712
gid125745.0.1	K03541	map00195
gid125746.0.1	K14538	map03008
gid125747.0.1	K02966	map03010
gid12575.0.1	K00234	map00020
gid12575.0.1	K00234	map00190
gid125763.0.1	K00940	map00230
gid125763.0.1	K00940	map00240
gid125763.0.1	K00940	map04016
gid125764.0.1	K00059	map00061
gid125764.0.1	K00059	map00333
gid125764.0.1	K00059	map00780
gid125764.0.1	K00059	map01040
gid12576.0.1	K07375	map04145
gid125772.0.1	K02962	map03010
gid12581.0.1	K02894	map03010
gid125822.0.1	K02980	map03010
gid12583.0.1	K00604	map00670
gid12583.0.1	K00604	map00970
gid125840.0.1	K11128	map03008
gid125865.0.1	K02128	map00190
gid125866.0.1	K04392	map04145
gid125866.0.1	K04392	map04933
gid12586.0.1	K09903	map00240
gid125895.0.1	K11353	map00190
gid125896.0.1	K02150	map00190
gid125896.0.1	K02150	map04145
gid125899.0.1	K02899	map03010
gid125910.0.1	K03880	map00190
gid125923.0.1	K02932	map03010
gid12595.0.1	K14494	map04075
gid125961.0.1	K02883	map03010
gid125980.0.1	K02880	map03010
gid125990.0.1	K02915	map03010
gid125991.0.1	K02737	map03050
gid1259.0.1	K05396	map00270
gid126007.0.1	K18819	map00052
gid12601.0.1	K01179	map00500
gid126031.0.1	K02882	map03010
gid12603.0.1	K15777	map00965
gid126041.0.1	K02873	map03010
gid126046.0.1	K02884	map03010
gid126053.0.1	K03880	map00190
gid126065.0.1	K00799	map00480
gid12606.0.1	K08486	map04130
gid12607.0.1	K12900	map03040
gid12608.0.1	K06689	map04120
gid12608.0.1	K06689	map04141
gid12608.2.1	K06689	map04120
gid12608.2.1	K06689	map04141
gid126091.0.1	K00558	map00270
gid1260.0.1	K01535	map00190
gid126100.0.1	K00815	map00130
gid126100.0.1	K00815	map00270
gid126100.0.1	K00815	map00350
gid126100.0.1	K00815	map00360
gid126100.0.1	K00815	map00400
gid126100.0.1	K00815	map00950
gid126100.0.1	K00815	map00960
gid126128.0.1	K00029	map00620
gid126128.0.1	K00029	map00710
gid126134.0.1	K12198	map04144
gid126137.0.1	K02957	map03010
gid126140.0.1	K02966	map03010
gid126177.0.1	K02924	map03010
gid126237.0.1	K01455	map00460
gid126237.0.1	K01455	map00630
gid126237.0.1	K01455	map00910
gid12623.0.1	K01892	map00970
gid126270.0.1	K05284	map00563
gid126297.0.1	K02541	map03030
gid126299.0.1	K03881	map00190
gid126314.0.1	K10802	map03410
gid126317.0.1	K13449	map04016
gid126317.0.1	K13449	map04075
gid126317.0.1	K13449	map04626
gid126320.0.1	K01647	map00020
gid126320.0.1	K01647	map00630
gid12632.0.1	K15730	map00590
gid12632.0.2	K15730	map00590
gid126330.0.1	K02981	map03010
gid126343.0.1	K00026	map00020
gid126343.0.1	K00026	map00270
gid126343.0.1	K00026	map00620
gid126343.0.1	K00026	map00630
gid126343.0.1	K00026	map00710
gid126363.0.1	K02872	map03010
gid126364.0.1	K02639	map00195
gid126371.0.1	K11816	map00380
gid12637.0.1	K02870	map03010
gid12637.1.1	K02870	map03010
gid12637.1.2	K02870	map03010
gid126380.0.1	K01915	map00220
gid126380.0.1	K01915	map00250
gid126380.0.1	K01915	map00630
gid126380.0.1	K01915	map00910
gid126382.0.1	K03868	map03420
gid126382.0.1	K03868	map04120
gid126382.0.1	K03868	map04141
gid126384.0.1	K01184	map00040
gid126394.0.1	K15730	map00590
gid126403.0.1	K02952	map03010
gid126406.0.1	K02975	map03010
gid12641.0.2	K12447	map00040
gid12641.0.2	K12447	map00052
gid12641.0.2	K12447	map00053
gid12641.0.2	K12447	map00520
gid12645.0.1	K14525	map03008
gid12645.0.1	K14525	map03013
gid126461.0.1	K10258	map00062
gid126461.0.1	K10258	map01040
gid126480.0.1	K01183	map00520
gid126499.0.1	K02899	map03010
gid12649.0.1	K12608	map03018
gid126503.0.1	K02997	map03010
gid126527.0.1	K02183	map04016
gid126527.0.1	K02183	map04070
gid126527.0.1	K02183	map04626
gid12652.0.1	K09753	map00940
gid126535.0.1	K01082	map00920
gid126538.0.1	K19269	map00630
gid126539.0.1	K02901	map03010
gid126545.0.1	K02951	map03010
gid126550.0.1	K03949	map00190
gid126555.0.1	K02971	map03010
gid126559.0.1	K00759	map00230
gid126572.0.1	K02262	map00190
gid126583.0.1	K01205	map00531
gid12658.0.1	K14398	map03015
gid126600.0.1	K03133	map03022
gid126607.0.1	K02949	map03010
gid12660.0.1	K00122	map00630
gid126625.0.1	K02261	map00190
gid126626.0.1	K01183	map00520
gid126637.0.1	K01890	map00970
gid126649.0.1	K10577	map03013
gid126649.0.1	K10577	map04120
gid126678.0.1	K01092	map00562
gid126678.0.1	K01092	map04070
gid126691.0.1	K02953	map03010
gid126692.0.1	K02921	map03010
gid126703.0.1	K02969	map03010
gid12670.0.1	K03017	map00230
gid12670.0.1	K03017	map00240
gid12670.0.1	K03017	map03020
gid126711.0.1	K05277	map00941
gid126715.0.1	K02981	map03010
gid126716.0.1	K02693	map00195
gid126724.0.1	K02977	map03010
gid126739.0.1	K02912	map03010
gid126764.0.1	K04564	map04146
gid126766.0.1	K02896	map03010
gid12676.0.1	K02932	map03010
gid126771.0.1	K02981	map03010
gid126779.0.1	K02951	map03010
gid126781.0.1	K02947	map03010
gid126787.0.1	K02904	map03010
gid126791.0.1	K02873	map03010
gid126798.0.1	K00940	map00230
gid126798.0.1	K00940	map00240
gid126798.0.1	K00940	map04016
gid1267.0.1	K03094	map04120
gid1267.0.1	K03094	map04141
gid1267.0.2	K03094	map04120
gid1267.0.2	K03094	map04141
gid1267.0.3	K03094	map04120
gid1267.0.3	K03094	map04141
gid1267.2.1	K03094	map04120
gid1267.2.1	K03094	map04141
gid126800.0.1	K02140	map00190
gid126808.0.1	K02953	map03010
gid12681.0.1	K18482	map00790
gid126820.0.1	K02995	map03010
gid126821.0.1	K16871	map00250
gid126821.0.1	K16871	map00650
gid126832.0.1	K02872	map03010
gid126833.0.1	K11130	map03008
gid126838.0.1	K15376	map00790
gid126844.0.1	K02924	map03010
gid126847.0.1	K12845	map03008
gid126847.0.1	K12845	map03040
gid126848.0.1	K02955	map03010
gid126851.0.1	K01859	map00941
gid126865.0.1	K02922	map03010
gid126866.0.1	K14565	map03008
gid12686.0.1	K00227	map00100
gid126875.0.1	K02183	map04016
gid126875.0.1	K02183	map04070
gid126875.0.1	K02183	map04626
gid12687.0.1	K02965	map03010
gid12688.0.1	K14303	map03013
gid126905.0.1	K02917	map03010
gid126906.0.1	K02896	map03010
gid126912.0.1	K01188	map00460
gid126912.0.1	K01188	map00500
gid126912.0.1	K01188	map00940
gid12692.0.1	K05757	map04144
gid126937.0.1	K02868	map03010
gid126938.0.1	K02912	map03010
gid126948.0.1	K02183	map04016
gid126948.0.1	K02183	map04070
gid126948.0.1	K02183	map04626
gid12695.0.1	K00895	map00010
gid12695.0.1	K00895	map00030
gid12695.0.1	K00895	map00051
gid126963.0.1	K02870	map03010
gid12696.0.1	K14484	map04075
gid126977.0.1	K02137	map00190
gid126978.0.1	K02929	map03010
gid12697.0.1	K09753	map00940
gid126980.0.1	K12637	map00905
gid1269.0.1	K11188	map00940
gid126.0.1	K00630	map00561
gid126.0.1	K00630	map00564
gid126.1.1	K03801	map00785
gid12700.0.1	K02976	map03010
gid127012.0.1	K02901	map03010
gid12705.0.1	K13436	map04626
gid127060.0.1	K02971	map03010
gid12706.0.2	K00688	map00500
gid127076.0.1	K00053	map00290
gid127076.0.1	K00053	map00770
gid12707.0.1	K04079	map04141
gid12707.0.1	K04079	map04626
gid1270.0.1	K00640	map00270
gid1270.0.1	K00640	map00920
gid127102.0.1	K02977	map03010
gid127107.0.1	K03014	map00230
gid127107.0.1	K03014	map00240
gid127107.0.1	K03014	map03020
gid127120.0.1	K12946	map03060
gid127122.0.1	K02983	map03010
gid127142.0.1	K13356	map00073
gid127142.0.1	K13356	map04146
gid127144.0.1	K02900	map03010
gid127148.0.1	K08905	map00195
gid127167.0.1	K02998	map03010
gid127176.0.1	K01940	map00220
gid127176.0.1	K01940	map00250
gid127178.0.1	K13789	map00900
gid127182.0.1	K04077	map03018
gid127189.0.1	K13433	map04626
gid12718.0.1	K01426	map00330
gid12718.0.1	K01426	map00360
gid12718.0.1	K01426	map00380
gid1271.0.1	K04714	map00600
gid127209.0.1	K02721	map00195
gid12720.0.1	K02437	map00260
gid12720.0.1	K02437	map00630
gid127213.0.1	K14488	map04075
gid127219.0.1	K02993	map03010
gid12722.0.1	K02641	map00195
gid12723.0.1	K00434	map00053
gid12723.0.1	K00434	map00480
gid12724.0.1	K06236	map04933
gid127266.0.1	K12160	map03013
gid127292.0.1	K11096	map03040
gid127297.0.1	K10587	map04120
gid1272.0.2	K10599	map03040
gid1272.0.2	K10599	map04120
gid127300.0.1	K00384	map00450
gid127301.0.1	K03283	map03040
gid127301.0.1	K03283	map04141
gid127301.0.1	K03283	map04144
gid127304.0.1	K03955	map00190
gid12732.0.2	K11093	map03040
gid127331.0.1	K02885	map03010
gid127334.0.1	K20547	map00520
gid127334.0.1	K20547	map04016
gid127339.0.1	K08266	map04136
gid127343.0.1	K02983	map03010
gid127345.0.1	K02914	map03010
gid127352.0.1	K02910	map03010
gid127362.0.1	K14493	map04075
gid127365.0.1	K03231	map03013
gid127373.0.1	K02934	map03010
gid127389.0.1	K04565	map04146
gid127398.0.1	K01183	map00520
gid127402.0.1	K12472	map04144
gid127416.0.1	K10597	map04120
gid127416.0.1	K10597	map04141
gid12741.0.1	K01074	map00062
gid12745.0.1	K14411	map03015
gid127472.0.1	K02212	map03030
gid127480.0.1	K00412	map00190
gid1274.0.1	K13412	map04626
gid1274.0.2	K13412	map04626
gid1274.1.1	K13412	map04626
gid1274.2.1	K13412	map04626
gid127502.0.1	K02903	map03010
gid127509.0.1	K02979	map03010
gid12750.0.1	K18442	map04144
gid12752.0.1	K12309	map00052
gid12752.0.1	K12309	map00511
gid12752.0.1	K12309	map00531
gid12752.0.1	K12309	map00600
gid12752.0.1	K12309	map00604
gid127531.0.1	K02885	map03010
gid127532.0.1	K02991	map03010
gid12753.0.1	K14571	map03008
gid12753.0.2	K02942	map03010
gid127552.0.1	K02151	map00190
gid127552.0.1	K02151	map04145
gid127553.0.1	K02265	map00190
gid127554.0.1	K02893	map03010
gid127558.0.1	K03237	map03013
gid127558.0.1	K03237	map04141
gid127570.0.1	K02126	map00190
gid127574.0.1	K02868	map03010
gid127576.0.1	K02877	map03010
gid12757.0.1	K02885	map03010
gid12757.0.2	K02885	map03010
gid12757.0.3	K02885	map03010
gid12758.0.1	K04382	map03015
gid12758.0.1	K04382	map04136
gid127592.0.1	K03031	map03050
gid127598.0.1	K02984	map03010
gid127600.0.1	K12836	map03040
gid12762.0.1	K08248	map00460
gid12763.0.1	K11827	map04144
gid127648.0.1	K01183	map00520
gid127649.0.1	K02639	map00195
gid12765.0.1	K00549	map00270
gid12765.0.1	K00549	map00450
gid127671.0.1	K03009	map00230
gid127671.0.1	K03009	map00240
gid127671.0.1	K03009	map03020
gid127677.0.1	K13448	map04626
gid127679.0.1	K03949	map00190
gid127688.0.1	K02962	map03010
gid127701.0.1	K02889	map03010
gid127709.0.1	K03965	map00190
gid127713.0.1	K03881	map00190
gid127722.0.1	K02957	map03010
gid127738.0.1	K03265	map03015
gid12777.0.1	K08908	map00196
gid127789.0.1	K03881	map00190
gid127797.0.1	K02993	map03010
gid1277.0.1	K03265	map03015
gid127803.0.1	K12198	map04144
gid12780.0.1	K02941	map03010
gid12780.1.1	K02941	map03010
gid12781.0.1	K19892	map00500
gid127833.0.1	K02912	map03010
gid12783.0.1	K00033	map00030
gid12783.0.1	K00033	map00480
gid127843.0.1	K00231	map00860
gid127855.0.1	K02929	map03010
gid127856.0.1	K13345	map04146
gid12787.0.2	K01100	map00710
gid12787.0.3	K01100	map00710
gid127883.0.1	K15777	map00965
gid12791.0.1	K07252	map00510
gid127927.0.1	K03113	map03013
gid127933.0.1	K11121	map00760
gid127946.0.1	K02261	map00190
gid127947.0.1	K02952	map03010
gid127959.0.1	K02896	map03010
gid127967.0.1	K10573	map04120
gid12796.0.1	K09503	map04141
gid127972.0.1	K02262	map00190
gid127974.0.1	K02949	map03010
gid127995.0.1	K02865	map03010
gid12799.0.1	K03251	map03013
gid127.0.1	K00140	map00280
gid127.0.1	K00140	map00410
gid127.0.1	K00140	map00562
gid127.0.1	K00140	map00640
gid128025.0.1	K03097	map03008
gid128025.0.1	K03097	map04712
gid128027.0.1	K12472	map04144
gid128028.0.1	K00799	map00480
gid128032.0.1	K00940	map00230
gid128032.0.1	K00940	map00240
gid128032.0.1	K00940	map04016
gid128046.0.1	K14488	map04075
gid128058.0.1	K02728	map03050
gid128061.0.1	K02693	map00195
gid128066.0.1	K03878	map00190
gid128069.0.1	K02738	map03050
gid128077.0.1	K02964	map03010
gid128084.0.1	K20623	map00905
gid128086.0.1	K02983	map03010
gid12808.0.1	K00873	map00010
gid12808.0.1	K00873	map00230
gid12808.0.1	K00873	map00620
gid128097.0.1	K14544	map03008
gid12809.0.1	K19476	map04144
gid128116.0.1	K10534	map00910
gid12811.1.1	K06689	map04120
gid12811.1.1	K06689	map04141
gid128125.0.1	K02973	map03010
gid128135.0.1	K02936	map03010
gid12813.0.1	K00074	map00360
gid12813.0.1	K00074	map00650
gid128147.0.1	K02262	map00190
gid128160.0.1	K01759	map00620
gid128162.0.1	K11086	map03040
gid128168.0.1	K15730	map00590
gid12816.0.1	K14442	map03018
gid128170.0.1	K01834	map00010
gid128170.0.1	K01834	map00260
gid128176.0.1	K03358	map04120
gid12817.0.1	K13800	map00240
gid128191.0.1	K02913	map03010
gid128208.0.1	K02922	map03010
gid12820.0.1	K10609	map03420
gid12820.0.1	K10609	map04120
gid12820.0.3	K10609	map03420
gid12820.0.3	K10609	map04120
gid128211.0.1	K02864	map03010
gid12821.0.1	K02916	map03010
gid128237.0.1	K03949	map00190
gid128246.0.1	K00797	map00270
gid128246.0.1	K00797	map00330
gid128246.0.1	K00797	map00410
gid128246.0.1	K00797	map00480
gid128247.0.1	K02924	map03010
gid128255.0.1	K13249	map04141
gid128263.0.1	K08341	map04136
gid128271.0.1	K01749	map00860
gid128275.0.1	K00121	map00010
gid128275.0.1	K00121	map00071
gid128275.0.1	K00121	map00350
gid128279.0.1	K00819	map00330
gid128283.0.1	K03965	map00190
gid128305.0.1	K02136	map00190
gid128312.0.1	K02183	map04016
gid128312.0.1	K02183	map04070
gid128312.0.1	K02183	map04626
gid128315.0.1	K02256	map00190
gid128318.0.1	K02979	map03010
gid128319.0.1	K02937	map03010
gid12832.0.1	K12875	map03013
gid12832.0.1	K12875	map03015
gid12832.0.1	K12875	map03040
gid128336.0.1	K02998	map03010
gid128340.0.1	K01179	map00500
gid128346.0.1	K01528	map04144
gid128354.0.1	K03941	map00190
gid128357.0.1	K02976	map03010
gid128363.0.1	K02921	map03010
gid12837.0.1	K00679	map00561
gid128405.0.1	K03251	map03013
gid128413.0.1	K13448	map04626
gid12841.0.1	K02955	map03010
gid12842.0.2	K00423	map00053
gid128443.0.1	K02984	map03010
gid1284.0.1	K14309	map03013
gid128505.0.1	K02923	map03010
gid128508.0.1	K02727	map03050
gid128519.0.1	K02910	map03010
gid128530.0.1	K02905	map03010
gid128547.0.1	K10579	map04120
gid128563.0.1	K02971	map03010
gid128570.0.1	K11096	map03040
gid128578.0.1	K11517	map00630
gid128578.0.1	K11517	map04146
gid128580.0.1	K02978	map03010
gid128581.0.1	K03036	map03050
gid128599.0.1	K12812	map03013
gid128599.0.1	K12812	map03015
gid128599.0.1	K12812	map03040
gid12859.0.1	K00053	map00290
gid12859.0.1	K00053	map00770
gid128607.0.1	K03945	map00190
gid128617.0.1	K02908	map03010
gid12861.0.1	K14399	map03015
gid128628.0.1	K12620	map03018
gid128667.0.1	K02872	map03010
gid128669.0.1	K02971	map03010
gid12866.0.1	K06689	map04120
gid12866.0.1	K06689	map04141
gid128673.0.1	K03946	map00190
gid128690.0.1	K02134	map00190
gid1286.0.1	K05681	map02010
gid1286.0.2	K05681	map02010
gid128706.0.1	K02889	map03010
gid128726.0.1	K02915	map03010
gid12877.0.1	K13811	map00230
gid12877.0.1	K13811	map00261
gid12877.0.1	K13811	map00450
gid12877.0.1	K13811	map00920
gid12877.1.1	K13811	map00230
gid12877.1.1	K13811	map00261
gid12877.1.1	K13811	map00450
gid12877.1.1	K13811	map00920
gid12879.0.1	K13464	map04075
gid1287.0.1	K04708	map00600
gid128803.0.1	K01177	map00500
gid128811.0.1	K03020	map00230
gid128811.0.1	K03020	map00240
gid128811.0.1	K03020	map03020
gid12882.0.1	K08486	map04130
gid128838.0.1	K02935	map03010
gid12898.0.1	K00921	map00562
gid12898.0.1	K00921	map04070
gid12898.0.1	K00921	map04145
gid128.0.1	K01648	map00020
gid128.1.1	K01648	map00020
gid128.1.2	K01648	map00020
gid12901.0.1	K14514	map04016
gid12901.0.1	K14514	map04075
gid12905.0.1	K14496	map04016
gid12905.0.1	K14496	map04075
gid12905.1.1	K14496	map04016
gid12905.1.1	K14496	map04075
gid12906.0.1	K01179	map00500
gid12907.0.1	K02335	map00230
gid12907.0.1	K02335	map00240
gid12907.0.1	K02335	map03030
gid12907.0.1	K02335	map03410
gid12907.0.1	K02335	map03420
gid12907.0.1	K02335	map03440
gid12908.0.1	K02128	map00190
gid12909.0.1	K09667	map00514
gid12912.0.1	K14498	map04016
gid12912.0.1	K14498	map04075
gid12914.0.1	K01206	map00511
gid12914.0.2	K01206	map00511
gid12918.0.1	K14432	map04075
gid12920.0.1	K00128	map00010
gid12920.0.1	K00128	map00053
gid12920.0.1	K00128	map00071
gid12920.0.1	K00128	map00280
gid12920.0.1	K00128	map00310
gid12920.0.1	K00128	map00330
gid12920.0.1	K00128	map00340
gid12920.0.1	K00128	map00380
gid12920.0.1	K00128	map00410
gid12920.0.1	K00128	map00561
gid12920.0.1	K00128	map00620
gid12920.0.1	K00128	map00903
gid12927.0.1	K03251	map03013
gid12929.0.2	K03063	map03050
gid1292.0.1	K13606	map00860
gid12937.0.1	K12627	map03018
gid12937.0.1	K12627	map03040
gid12938.0.1	K02685	map00230
gid12938.0.1	K02685	map00240
gid12938.0.1	K02685	map03030
gid1293.0.1	K02133	map00190
gid12941.0.1	K01183	map00520
gid12945.0.1	K10636	map04141
gid1294.0.1	K02891	map03010
gid12950.0.1	K13430	map04626
gid12953.0.1	K14411	map03015
gid12954.0.1	K02045	map00920
gid12954.0.1	K02045	map02010
gid12957.0.1	K12836	map03040
gid12959.0.1	K03104	map03060
gid12963.0.1	K10666	map04141
gid12964.0.1	K14493	map04075
gid1296.0.1	K03801	map00785
gid12970.0.1	K02964	map03010
gid12970.0.2	K02964	map03010
gid12970.1.1	K02964	map03010
gid12971.0.1	K14595	map00906
gid12979.0.1	K13354	map04146
gid1297.0.1	K13459	map04626
gid12981.0.1	K13081	map00941
gid12983.0.1	K12818	map03040
gid1298.0.1	K13354	map04146
gid1298.1.1	K13354	map04146
gid1298.1.2	K13354	map04146
gid12993.0.1	K09580	map04141
gid12994.1.1	K07151	map00510
gid12994.1.1	K07151	map04141
gid12996.0.1	K04382	map03015
gid12996.0.1	K04382	map04136
gid12999.0.1	K01213	map00040
gid13000.0.1	K13993	map04141
gid13000.3.1	K13993	map04141
gid13002.1.1	K02915	map03010
gid13004.0.1	K00616	map00030
gid13006.0.1	K13448	map04626
gid13008.0.1	K18835	map04626
gid13011.0.1	K03878	map00190
gid13012.0.1	K01870	map00970
gid13015.0.1	K05349	map00460
gid13015.0.1	K05349	map00500
gid13015.0.1	K05349	map00940
gid13018.0.1	K03257	map03013
gid1301.4.1	K10846	map03420
gid13020.0.2	K15397	map00062
gid13021.0.1	K10844	map03022
gid13021.0.1	K10844	map03420
gid13028.0.1	K01915	map00220
gid13028.0.1	K01915	map00250
gid13028.0.1	K01915	map00630
gid13028.0.1	K01915	map00910
gid1302.0.1	K11091	map03040
gid13035.0.1	K01456	map04141
gid13036.0.1	K14164	map00970
gid1303.0.1	K14566	map03008
gid13041.0.2	K00387	map00920
gid13046.0.1	K00059	map00061
gid13046.0.1	K00059	map00333
gid13046.0.1	K00059	map00780
gid13046.0.1	K00059	map01040
gid13047.0.1	K03231	map03013
gid13048.0.1	K11096	map03040
gid13048.0.2	K11096	map03040
gid13049.1.1	K02983	map03010
gid1304.0.1	K13464	map04075
gid13054.0.1	K12896	map03040
gid13059.0.1	K00963	map00040
gid13059.0.1	K00963	map00052
gid13059.0.1	K00963	map00500
gid13059.0.1	K00963	map00520
gid13066.0.1	K14554	map03008
gid13070.0.1	K00975	map00500
gid13070.0.1	K00975	map00520
gid13077.0.1	K01176	map00500
gid1307.0.1	K01209	map00520
gid1307.0.2	K01209	map00520
gid13092.0.1	K08653	map04141
gid13095.0.1	K03178	map04120
gid13096.0.1	K01148	map03018
gid13097.0.1	K06269	map03015
gid13098.1.3	K02999	map00230
gid13098.1.3	K02999	map00240
gid13098.1.3	K02999	map03020
gid13107.0.1	K16329	map00240
gid13112.0.1	K08739	map03430
gid13116.0.2	K14495	map04075
gid13118.0.1	K03357	map04120
gid1311.0.1	K03006	map00230
gid1311.0.1	K03006	map00240
gid1311.0.1	K03006	map03020
gid13122.0.1	K02960	map03010
gid13124.0.1	K14411	map03015
gid13127.0.1	K15095	map00902
gid1312.0.1	K04710	map00600
gid13133.0.1	K01810	map00010
gid13133.0.1	K01810	map00030
gid13133.0.1	K01810	map00500
gid13133.0.1	K01810	map00520
gid13138.1.1	K00660	map00941
gid13138.1.1	K00660	map04712
gid13138.2.1	K00660	map00941
gid13138.2.1	K00660	map04712
gid13139.0.1	K01805	map00040
gid13139.0.1	K01805	map00051
gid13144.0.1	K02113	map00190
gid13144.0.1	K02113	map00195
gid1314.0.1	K11108	map03008
gid13150.0.2	K19476	map04144
gid13156.0.1	K12447	map00040
gid13156.0.1	K12447	map00052
gid13156.0.1	K12447	map00053
gid13156.0.1	K12447	map00520
gid1315.0.1	K02865	map03010
gid13165.0.1	K02915	map03010
gid13165.1.1	K02915	map03010
gid1316.1.1	K13429	map04626
gid1316.1.2	K13065	map00940
gid1316.1.2	K13065	map00941
gid1316.1.2	K13065	map00945
gid13175.0.1	K01937	map00240
gid13176.0.1	K12817	map03040
gid13183.0.1	K14379	map00740
gid13183.0.2	K14379	map00740
gid13185.0.1	K13789	map00900
gid13186.0.1	K02997	map03010
gid13186.0.2	K02997	map03010
gid13186.1.1	K02997	map03010
gid13186.1.2	K02997	map03010
gid1318.0.1	K01188	map00460
gid1318.0.1	K01188	map00500
gid1318.0.1	K01188	map00940
gid13191.0.1	K12840	map03040
gid13193.0.1	K15728	map00561
gid13193.0.1	K15728	map00564
gid13195.0.1	K01859	map00941
gid131.0.1	K14494	map04075
gid13208.0.1	K11420	map00310
gid13212.0.1	K00079	map00590
gid13212.0.1	K00079	map00790
gid13213.0.1	K03541	map00195
gid13215.0.1	K13229	map00402
gid13223.0.1	K13065	map00940
gid13223.0.1	K13065	map00941
gid13223.0.1	K13065	map00945
gid13225.0.1	K06127	map00130
gid13230.0.1	K12896	map03040
gid13233.0.1	K12823	map03040
gid13235.0.1	K02908	map03010
gid13237.0.1	K03063	map03050
gid13239.0.1	K11352	map00190
gid13243.0.1	K00703	map00500
gid13250.0.1	K03257	map03013
gid13251.0.1	K07937	map04144
gid13269.0.1	K08336	map04136
gid13269.0.2	K20623	map00905
gid13269.0.3	K20623	map00905
gid13271.0.1	K01647	map00020
gid13271.0.1	K01647	map00630
gid13272.0.1	K14488	map04075
gid13277.0.1	K12198	map04144
gid13278.0.1	K02960	map03010
gid13280.0.1	K02433	map00970
gid13286.0.1	K03106	map03060
gid13286.1.1	K13412	map04626
gid13292.0.1	K01962	map00061
gid13292.0.1	K01962	map00620
gid13292.0.1	K01962	map00640
gid13292.1.1	K01962	map00061
gid13292.1.1	K01962	map00620
gid13292.1.1	K01962	map00640
gid1329.0.1	K12839	map03040
gid13302.0.1	K03246	map03013
gid13304.0.1	K02183	map04016
gid13304.0.1	K02183	map04070
gid13304.0.1	K02183	map04626
gid13309.0.1	K02725	map03050
gid13312.0.1	K13348	map04146
gid13318.0.1	K13348	map04146
gid13324.0.1	K12486	map04144
gid13325.0.1	K05278	map00941
gid13328.1.1	K02985	map03010
gid1332.0.1	K06236	map04933
gid1333.0.1	K01188	map00460
gid1333.0.1	K01188	map00500
gid1333.0.1	K01188	map00940
gid1333.0.2	K01188	map00460
gid1333.0.2	K01188	map00500
gid1333.0.2	K01188	map00940
gid1333.0.3	K01188	map00460
gid1333.0.3	K01188	map00500
gid1333.0.3	K01188	map00940
gid1333.0.4	K01188	map00460
gid1333.0.4	K01188	map00500
gid1333.0.4	K01188	map00940
gid13345.0.1	K19475	map04144
gid13346.0.1	K02885	map03010
gid13348.0.1	K05681	map02010
gid13349.0.1	K00475	map00941
gid13350.0.2	K03843	map00510
gid13358.0.2	K08913	map00196
gid13358.1.1	K08912	map00196
gid1335.0.1	K10746	map03430
gid13360.0.1	K12822	map03040
gid13368.0.1	K02987	map03010
gid13375.0.1	K09840	map00906
gid13381.0.1	K20716	map04016
gid13384.0.1	K14488	map04075
gid13391.0.1	K02923	map03010
gid13397.0.3	K03934	map00190
gid13402.0.1	K01240	map00240
gid13402.0.1	K01240	map00760
gid13404.0.1	K05359	map00400
